# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
2,729,0.0467634201,0.01300239563,0.06670379639,0.04413032532,0.01198196411,0.1825819016
3,4913,0.2791957855,0.07541847229,0.5281295776,0.3276119232,0.07582092285,1.286176682
4,35937,2.045433998,0.5292377472,4.219535828,2.575143814,0.5492095947,9.918560982
5,274625,15.83208084,3.989862442,33.75078583,20.49882317,4.191299438,78.26285172
