# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
3,4913,0.1747989655,0.04542350769,0.1326217651,0.08702850342,0.02700614929,0.466878891
4,35937,0.8604898453,0.2194919586,1.055473328,0.6535892487,0.1647090912,2.953753471
5,274625,5.216827393,1.306280136,8.438285828,5.150203705,1.150110245,21.26170731
6,2146689,35.9258337,8.908571243,67.50078583,41.00692558,8.585754395,161.9278708
