# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
2,729,0.04526805878,0.01152992249,0.00902557373,0.009240150452,0.004217147827,0.07928085327
3,4913,0.1427402496,0.03630638123,0.06670379639,0.04644489288,0.01627349854,0.3084688187
4,35937,0.5730752945,0.1444721222,0.5281295776,0.3312492371,0.09037399292,1.667300224
5,274625,3.022521973,0.7541332245,4.219535828,2.58366394,0.6025390625,11.18239403
