# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
3,4913,0.1118793488,0.0281124115,0.03374481201,0.02635192871,0.01013565063,0.2102241516
4,35937,0.3737192154,0.09417915344,0.2644577026,0.1700735092,0.05065155029,0.953081131
5,274625,1.744827271,0.4365367889,2.110160828,1.299665451,0.3196468353,5.910837173
6,2146689,10.41468716,2.58465004,16.87578583,10.28234577,2.265642166,42.42311096
