# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
2,729,0.0455121994,0.01152992249,0.00902557373,0.009240150452,0.004217147827,0.0795249939
3,4913,0.1054439545,0.02633857727,0.02550506592,0.0213098526,0.008628845215,0.1872262955
4,35937,0.3489847183,0.08728981018,0.2150192261,0.1403779984,0.04383087158,0.8355026245
5,274625,1.537269592,0.3813648224,1.689933777,1.044998169,0.26587677,4.91944313
