# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
3,4913,0.2791957855,0.07541847229,0.5281295776,0.3276119232,0.07582473755,1.286180496
4,35937,2.045433998,0.5292377472,4.219535828,2.575143814,0.5492095947,9.918560982
5,274625,15.83208084,3.989862442,33.75078583,20.49882317,4.191299438,78.26285172
6,2146689,124.7125006,31.01439095,270.0007858,163.6888599,32.75672913,622.1732664
