# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
3,4913,0.1054439545,0.02633857727,0.02550506592,0.0213098526,0.008638381958,0.1872358322
4,35937,0.3489847183,0.08728981018,0.2150192261,0.1403779984,0.04383087158,0.8355026245
5,274625,1.537269592,0.3813648224,1.689933777,1.044998169,0.26587677,4.91944313
6,2146689,8.840079308,2.170843124,13.49748993,8.234541893,1.849397659,34.59235191
