# Matrix Free Memory Consumption
Refinement,DoFs,Triangulation,DoFHandler,Matrix-free operator,Multigrid matrices,Vectors,TOTAL
2,729,0.04539012909,0.01152992249,0.00902557373,0.009240150452,0.004217147827,0.07940292358
3,4913,0.1118793488,0.0281124115,0.03374481201,0.02635192871,0.01012420654,0.2102127075
4,35937,0.3737192154,0.09417915344,0.2644577026,0.1700735092,0.05065155029,0.953081131
5,274625,1.744827271,0.4365367889,2.110160828,1.299665451,0.3196468353,5.910837173
